	Hs	Mm	Rn	Xl	Dm	Ce	Sc
38916	0	0	0	0	0	0	1
38917	0	0	0	0	0	0	1
38919	0	0	0	0	0	0	1
38925	0	0	0	0	0	0	1
38928	0	0	0	0	0	0	1
38930	0	0	0	0	0	0	1
38934	0	0	0	0	0	0	1
38935	0	0	0	0	0	0	1
38936	0	0	0	0	0	0	1
38937	0	0	0	0	0	0	1
38941	0	0	0	0	0	0	1
38943	0	0	0	0	0	0	1
38948	0	0	0	0	0	0	1
38951	0	0	0	0	0	0	1
38955	0	0	0	0	0	0	1
38956	0	0	0	0	0	0	1
38958	0	0	0	0	0	0	1
38959	0	0	0	0	0	0	1
38960	0	0	0	0	0	0	1
38961	0	0	0	0	0	0	1
38962	0	0	0	0	0	0	1
38965	0	0	0	0	0	0	1
38966	0	0	0	0	0	0	1
38969	0	0	0	0	0	0	1
38970	0	0	0	0	0	0	1
38972	0	0	0	0	0	0	1
38977	0	0	0	0	0	0	1
38978	0	0	0	0	0	0	1
38986	0	0	0	0	0	0	1
38987	0	0	0	0	0	0	1
38988	0	0	0	0	0	0	1
38989	0	0	0	0	0	0	1
38990	0	0	0	0	0	0	1
38992	0	0	0	0	0	0	1
38996	0	0	0	0	0	0	1
38998	0	0	0	0	0	0	1
38999	0	0	0	0	0	0	1
39000	0	0	0	0	0	0	1
39001	0	0	0	0	0	0	1
39005	0	0	0	0	0	0	1
39007	0	0	0	0	0	0	1
39012	0	0	0	0	0	0	1
39014	0	0	0	0	0	0	1
39015	0	0	0	0	0	0	1
39016	0	0	0	0	0	0	1
39017	0	0	0	0	0	0	2
39019	0	0	0	0	0	0	1
39020	0	0	0	0	0	0	1
39022	0	0	0	0	0	0	1
39023	0	0	0	0	0	0	1
39024	0	0	0	0	0	0	1
39026	0	0	0	0	0	0	1
39028	0	0	0	0	0	0	1
39029	0	0	0	0	0	0	1
39030	0	0	0	0	0	0	1
39033	0	0	0	0	0	0	1
39035	0	0	0	0	0	0	1
39040	0	0	0	0	0	0	1
39041	0	0	0	0	0	0	1
39048	0	0	0	0	0	0	1
39049	0	0	0	0	0	0	1
39052	0	0	0	0	0	0	1
39054	0	0	0	0	0	0	1
39057	0	0	0	0	0	0	1
39059	0	0	0	0	0	0	1
39060	0	0	0	0	0	0	2
39061	0	0	0	0	0	0	1
39062	0	0	0	0	0	0	1
39063	0	0	0	0	0	0	1
39064	0	0	0	0	0	0	1
39065	0	0	0	0	0	0	1
39066	0	0	0	0	0	0	2
39067	0	0	0	0	0	0	1
39069	0	0	0	0	0	0	1
39071	0	0	0	0	0	0	1
39072	0	0	0	0	0	0	1
39073	0	0	0	0	0	0	1
39074	1	1	1	1	0	0	2
39075	0	0	0	0	0	0	1
39078	0	0	0	0	0	0	1
39079	1	1	1	1	1	1	1
39081	0	0	0	0	0	0	1
39084	0	0	0	0	0	0	1
39086	1	1	1	0	1	1	1
39087	1	1	1	1	0	0	0
39088	0	0	0	0	0	0	1
39089	0	0	0	0	0	0	1
39090	1	1	1	1	1	1	1
39091	0	0	0	0	0	0	1
39092	0	0	0	0	0	0	1
39094	0	0	0	0	0	0	1
39095	0	0	0	0	0	0	1
39096	0	0	0	0	0	0	1
39099	0	0	0	0	0	0	1
39100	0	0	0	0	0	0	1
39101	0	0	0	0	0	0	1
39102	0	0	0	0	0	0	1
39103	0	0	0	0	0	0	1
39104	0	0	0	0	0	0	1
39105	0	0	0	0	0	0	1
39113	0	0	0	0	0	0	2
39114	0	0	0	0	0	0	1
39115	0	0	0	0	0	0	1
39116	0	0	0	0	0	0	1
39117	0	0	0	0	0	0	1
39118	0	0	0	0	0	0	1
39121	0	0	0	0	0	0	1
39122	0	0	0	0	0	0	1
39126	0	0	0	0	0	0	1
39127	0	0	0	0	0	0	1
39129	0	0	0	0	0	0	1
39130	0	0	0	0	0	0	1
39132	0	0	0	0	0	0	1
39133	0	0	0	0	0	0	2
39138	0	0	0	0	0	0	1
39139	0	0	0	0	0	0	1
39141	1	1	1	1	1	1	0
39142	0	0	0	0	0	0	1
39143	0	0	0	0	0	0	1
39146	0	0	0	0	0	0	1
39147	0	0	0	0	0	0	1
39148	0	0	0	0	0	0	1
39151	0	0	0	0	0	0	1
39153	0	0	0	0	0	0	1
39154	0	0	0	0	0	0	1
39155	0	0	0	0	0	0	1
39158	0	0	0	0	0	0	2
39159	0	0	0	0	0	0	1
39160	0	0	0	0	0	0	1
39163	0	0	0	0	0	0	1
39165	0	0	0	0	0	0	1
39168	0	0	0	0	0	0	1
39169	0	0	0	0	0	0	1
39171	0	0	0	0	0	0	1
39174	0	0	0	0	0	0	1
39179	0	0	0	0	0	0	1
39180	0	0	0	0	0	0	1
39181	0	0	0	0	0	0	1
39182	0	0	0	0	0	0	1
39184	0	0	0	0	0	0	1
39188	0	0	0	0	0	0	1
39190	0	0	0	0	0	0	1
39193	0	0	0	0	0	0	1
39195	0	0	0	0	0	0	1
39196	0	0	0	0	0	0	1
39200	0	0	0	0	0	0	1
39203	1	1	1	1	1	1	0
39204	0	0	0	0	0	0	1
39206	1	1	1	0	0	0	1
39207	0	0	0	0	0	0	1
39209	0	0	0	0	0	0	1
39212	0	0	0	0	0	0	1
39213	0	0	0	0	0	0	1
39214	0	0	0	0	0	0	1
39215	0	0	0	0	0	0	1
39216	0	0	0	0	0	0	1
39217	0	0	0	0	0	0	1
39218	0	0	0	0	0	0	1
39220	0	0	0	0	0	0	1
39222	0	0	0	0	0	0	1
39223	0	0	0	0	0	0	1
39224	0	0	0	0	0	0	1
39226	0	0	0	0	0	0	1
39227	0	0	0	0	0	0	1
39228	0	0	0	0	0	0	1
39231	0	0	0	0	0	0	1
39235	0	0	0	0	0	0	1
39237	0	0	0	0	0	0	1
39238	0	0	0	0	0	0	1
39239	0	0	0	0	0	0	1
39240	0	0	0	0	0	0	1
39246	1	1	1	1	1	1	1
39248	0	0	0	0	0	0	2
39250	1	1	1	1	0	0	0
39251	0	0	0	0	0	0	1
39253	0	0	0	0	0	0	1
39254	0	0	0	0	0	0	1
39255	0	0	0	0	0	0	1
39256	0	0	0	0	0	0	1
39259	0	0	0	0	0	0	1
39260	0	0	0	0	0	0	1
39262	0	0	0	0	0	0	1
39263	0	0	0	0	0	0	1
39266	0	0	0	0	0	0	1
39267	0	0	0	0	0	0	1
39268	0	0	0	0	0	0	1
39271	0	0	0	0	0	0	1
39272	0	0	0	0	0	0	1
39273	0	0	0	0	0	0	1
39274	0	0	0	0	0	0	1
39275	0	0	0	0	0	0	1
39276	0	0	0	0	0	0	1
39280	0	0	0	0	0	0	1
39281	0	0	0	0	0	0	1
39287	0	0	0	0	0	0	1
39288	0	0	0	0	0	0	1
39290	0	0	0	0	0	0	1
39293	0	0	0	0	0	0	1
39294	0	0	0	0	0	0	1
39295	0	0	0	0	0	0	1
39297	0	0	0	0	0	0	1
39299	0	0	0	0	0	0	1
39303	0	0	0	0	0	0	1
39305	0	0	0	0	0	0	1
39311	0	0	0	0	0	0	1
39312	0	0	0	0	0	0	1
39313	0	0	0	0	0	0	1
39314	0	0	0	0	0	0	1
39315	0	0	0	0	0	0	1
39316	0	0	0	0	0	0	1
39317	0	0	0	0	0	0	1
39318	1	1	1	1	1	1	0
39319	0	0	0	0	0	0	1
39320	0	0	0	0	0	0	1
39323	0	0	0	0	0	0	1
39325	0	0	0	0	0	0	1
39327	0	0	0	0	0	0	1
39328	0	0	0	0	0	0	1
39330	1	1	1	1	1	0	0
39332	0	0	0	0	0	0	1
39337	0	0	0	0	0	0	1
39338	0	0	0	0	0	0	1
39339	0	0	0	0	0	0	1
39340	0	0	0	0	0	0	1
39341	0	0	0	0	0	0	1
39343	0	0	0	0	0	0	1
39344	0	0	0	0	0	0	1
39345	0	0	0	0	0	0	1
39347	0	0	0	0	0	0	1
39350	0	0	0	0	0	0	1
39351	0	0	0	0	0	0	1
39352	0	0	0	0	0	0	1
39354	0	0	0	0	0	0	1
39357	0	0	0	0	1	0	1
39365	0	0	0	0	0	0	1
39366	0	0	0	0	0	0	1
39367	0	0	0	0	0	0	1
39369	0	0	0	0	0	0	1
39371	0	0	0	0	0	0	1
39372	0	0	0	0	0	0	1
39374	0	0	0	0	0	0	1
39375	0	0	0	0	0	0	1
39376	0	0	0	0	0	0	1
39377	0	0	0	0	0	0	1
39379	0	0	0	0	0	0	1
39380	0	0	0	0	0	0	1
39381	0	0	0	0	0	0	1
39383	0	0	0	0	0	0	2
39386	0	0	0	0	0	0	1
39387	0	0	0	0	0	0	1
39388	0	0	0	0	0	0	1
39389	0	0	0	0	0	0	1
39390	0	0	0	0	0	0	1
39391	0	0	0	0	0	0	1
39397	0	0	0	0	0	0	1
39398	0	0	0	0	0	0	1
39401	0	0	0	0	0	0	1
39403	0	0	0	0	0	0	1
39404	0	0	0	0	0	0	1
39406	0	0	0	0	0	0	1
39411	0	0	0	0	0	0	1
39416	0	0	0	0	0	0	1
39421	1	1	2	1	1	0	0
39422	0	0	0	0	0	0	1
39425	0	0	0	0	0	0	1
39427	0	0	0	0	0	0	1
39428	0	0	0	0	0	0	1
39429	0	0	0	0	0	0	1
39431	0	0	0	0	0	0	1
39433	0	0	0	0	0	0	1
39435	0	0	0	0	0	0	1
39436	0	0	0	0	0	0	1
39437	0	0	0	0	0	0	1
39439	0	0	0	0	0	0	1
39441	0	0	0	0	0	0	1
39442	0	0	0	0	0	0	1
39445	0	0	0	0	0	0	1
39447	0	0	0	0	0	0	1
39448	0	0	0	0	0	0	1
39449	0	0	0	0	0	0	1
39450	0	0	0	0	0	0	1
39451	0	0	0	0	0	0	1
39452	1	1	1	1	1	1	1
39453	0	0	0	0	0	0	1
39455	0	0	0	0	0	0	1
39457	0	0	0	0	0	0	1
39460	0	0	0	0	0	0	1
39461	0	0	0	0	0	0	1
39463	0	0	0	0	0	0	1
39465	0	0	0	0	0	0	1
39466	0	0	0	0	0	0	1
39467	0	0	0	0	0	0	1
39471	0	0	0	0	0	0	1
39473	0	0	0	0	0	0	1
39474	0	0	0	0	0	0	1
39475	0	0	0	0	0	0	1
39477	0	0	0	0	0	0	1
39479	0	0	0	0	0	0	1
39480	0	0	0	0	0	0	1
39481	0	0	0	0	0	0	1
39482	0	0	0	0	0	0	1
39485	0	0	0	0	0	0	1
39489	0	0	0	0	0	0	1
39491	0	0	0	0	0	0	1
39493	0	0	0	0	0	0	1
39495	1	1	1	1	0	0	0
39496	0	0	0	0	0	0	1
39499	0	0	0	0	0	0	1
39504	0	0	0	0	0	0	1
39507	0	0	0	0	0	0	1
39508	0	0	0	0	0	0	1
39509	0	0	0	0	0	0	1
39510	0	0	0	0	0	0	1
39511	0	0	0	0	0	0	1
39512	0	0	0	0	0	0	1
39513	0	0	0	0	0	0	1
39515	0	0	0	0	0	0	1
39516	0	0	0	0	0	0	1
39521	0	0	0	0	0	0	1
39522	0	0	0	0	0	0	1
39526	0	0	0	0	0	0	1
39527	0	0	0	0	0	1	1
39528	0	0	0	0	0	0	1
39529	0	0	0	0	0	0	1
39530	0	0	0	0	0	0	1
39531	1	1	1	1	1	1	0
39532	0	0	0	0	0	0	1
39534	0	0	0	0	0	0	1
39536	0	0	0	0	0	0	1
39539	0	0	0	0	0	0	1
39543	0	0	0	0	0	0	1
39544	0	0	0	0	0	0	1
39545	0	0	0	0	0	0	1
39548	0	0	0	0	0	0	1
39549	0	0	0	0	0	0	1
39550	0	0	0	0	0	0	1
39553	1	1	0	0	1	1	1
39554	0	0	0	0	0	0	2
39555	0	0	0	0	0	0	1
39557	0	0	0	0	0	0	1
39559	0	0	0	0	0	0	1
39561	0	0	0	0	0	0	1
39562	0	0	0	0	0	0	1
39563	0	0	0	0	0	0	1
39565	0	0	0	0	0	0	1
39566	0	0	0	0	0	0	1
39571	0	0	0	0	0	0	1
39574	1	1	1	1	2	0	1
39576	0	0	0	0	0	0	1
39577	0	0	0	0	0	0	1
39578	0	0	0	0	0	0	1
39580	0	0	0	0	0	0	1
39581	1	1	1	1	0	0	0
39582	0	0	0	0	0	0	1
39583	0	0	0	0	0	0	1
39584	0	0	0	0	0	0	1
39585	0	0	0	0	0	0	1
39586	0	0	0	0	0	0	1
39589	0	0	0	0	0	0	1
39590	0	0	0	0	0	0	1
39591	0	0	0	0	0	0	2
39593	0	0	0	0	0	0	1
39595	0	0	0	0	0	0	1
39597	0	0	0	0	0	0	2
39598	0	0	0	0	0	0	1
39601	0	0	0	0	0	0	1
39602	0	0	0	0	0	0	2
39603	0	0	0	0	0	0	1
39604	0	0	0	0	0	0	1
39605	0	0	0	0	0	0	1
39606	0	0	0	0	0	0	1
39608	0	0	0	0	0	0	1
39610	0	0	0	0	0	0	1
39613	0	0	0	0	0	0	1
39617	0	0	0	0	0	0	2
39619	0	0	0	0	0	0	1
39621	0	0	0	0	0	0	1
39627	0	0	0	0	0	0	1
39631	0	0	0	0	0	0	1
39632	0	0	0	0	0	0	1
39634	0	0	0	0	0	0	1
39637	0	0	0	0	0	0	1
39639	0	0	0	0	0	0	1
39640	0	0	0	0	0	0	1
39641	0	0	0	0	0	0	1
39642	1	1	1	1	1	1	1
39643	0	0	0	0	0	0	1
39646	0	0	0	0	0	0	1
39649	0	0	0	0	0	0	1
39650	0	0	0	0	0	0	1
39652	0	0	0	0	0	0	1
39656	0	0	0	0	0	0	1
39658	1	1	1	1	1	0	1
39661	0	0	0	0	0	0	1
39663	0	0	0	0	0	0	1
39668	0	0	0	0	0	0	1
39669	0	0	0	0	0	0	1
39670	0	0	0	0	0	0	1
39671	0	0	0	0	0	0	1
39672	0	0	0	0	0	0	1
39673	0	0	0	0	0	0	1
39674	0	0	0	0	0	0	1
39676	0	0	0	0	0	0	1
39677	0	0	0	0	0	0	1
39682	0	0	0	0	0	0	1
39683	0	0	0	0	0	0	1
39684	0	0	0	0	0	0	1
39687	0	0	0	0	0	0	1
39688	0	0	0	0	0	0	1
39689	1	1	1	1	1	0	0
39694	0	0	0	0	0	0	1
39695	0	0	0	0	0	0	1
39698	0	0	0	0	0	0	2
39701	0	0	0	0	0	0	1
39703	0	0	0	0	0	0	1
39705	0	0	0	0	0	0	1
39707	0	0	0	0	0	0	1
39710	0	0	0	0	0	0	1
39712	0	0	0	0	0	0	1
39716	0	0	0	0	0	0	1
39718	0	0	0	0	0	0	1
39719	0	0	0	0	0	0	1
39720	0	0	0	0	0	0	1
39725	0	0	0	0	0	0	1
39727	0	0	0	0	0	0	1
39729	0	0	0	0	0	0	1
39731	0	0	0	0	0	0	1
39733	0	0	0	0	0	0	1
39734	0	0	0	0	0	0	1
39735	0	0	0	0	0	0	1
39736	0	0	0	0	0	0	1
39738	0	0	0	0	0	0	1
39739	0	0	0	0	0	0	1
39742	0	0	0	0	0	0	1
39746	1	1	1	0	0	1	1
39747	0	0	0	0	0	0	1
39748	1	1	1	1	1	0	0
39749	1	1	1	1	0	0	1
39753	0	0	0	0	0	0	1
39754	0	0	0	0	0	0	1
39756	0	0	0	0	0	0	1
39758	0	0	0	0	0	0	1
39759	0	0	0	0	0	0	1
39761	0	0	0	0	0	0	1
39762	0	0	0	0	0	0	1
39763	0	0	0	0	0	0	1
39765	0	0	0	0	0	0	1
39766	0	0	0	0	0	0	1
39767	0	0	0	0	0	0	1
39768	0	0	0	0	0	0	1
39769	0	0	0	0	0	0	1
39770	0	0	0	0	0	0	1
39771	0	0	0	0	0	0	1
39772	0	1	0	0	1	2	0
39776	1	1	1	0	1	1	0
39779	0	0	0	0	0	0	1
39780	0	0	0	0	0	0	2
39781	0	0	0	0	0	0	1
39782	0	0	0	0	0	0	1
39784	0	0	0	0	0	0	1
39788	0	0	0	0	0	0	1
39791	0	0	0	0	0	0	2
39793	0	0	0	0	0	0	1
39794	0	0	0	0	0	0	1
39798	0	0	0	0	0	0	1
39799	0	0	0	0	0	0	1
39800	0	0	0	0	0	0	1
39801	0	0	0	0	0	0	1
39803	0	0	0	0	0	0	1
39804	0	0	0	0	0	0	1
39805	0	0	0	0	0	0	1
39806	0	0	0	0	0	0	1
39808	0	0	0	0	0	0	1
39811	0	0	0	0	0	0	1
39815	0	0	0	0	0	0	1
39816	0	0	0	0	0	0	1
39817	0	0	0	0	0	0	1
39818	0	0	0	0	0	0	1
39819	0	0	0	0	0	0	1
39821	0	0	0	0	0	0	1
39822	0	0	0	0	0	0	1
39823	0	0	0	0	0	0	1
39824	1	1	1	1	0	1	1
39826	0	0	0	0	0	0	1
39829	0	0	0	0	0	0	1
39830	0	0	0	0	0	0	1
39832	0	0	0	0	0	0	1
39834	0	0	0	0	0	0	1
39835	0	0	0	0	0	0	2
39836	0	0	0	0	0	0	1
39837	0	0	0	0	0	0	1
39839	0	0	0	0	0	0	1
39841	0	0	0	0	0	0	1
39842	0	0	0	0	0	0	1
39844	0	0	0	0	0	0	1
39845	0	0	0	0	0	0	1
39847	0	0	0	0	0	0	1
39848	0	0	0	0	0	0	1
39852	0	0	0	0	0	0	1
39853	0	0	0	0	0	0	1
39855	0	0	0	0	0	0	1
39856	0	0	0	0	0	0	1
39857	0	0	0	0	0	0	1
39858	0	0	0	0	0	0	1
39861	0	0	0	0	0	0	1
39862	0	0	0	0	0	0	1
39863	0	0	0	0	0	0	1
39865	0	0	0	0	0	0	1
39866	0	0	0	0	0	0	1
39870	0	0	0	0	0	0	1
39872	0	0	0	0	0	0	1
39873	0	0	0	0	0	0	1
39875	0	0	0	0	0	0	1
39876	0	0	0	0	0	0	1
39878	0	0	0	0	0	0	1
39879	0	0	0	0	0	0	3
39883	0	0	0	0	0	0	1
39884	0	0	0	0	0	0	1
39886	0	0	0	0	0	0	1
39887	0	0	0	0	0	0	1
39888	0	0	0	0	0	0	1
39891	0	0	0	0	0	0	1
39892	0	0	0	0	0	0	1
39894	0	0	0	0	0	0	1
39900	0	0	0	0	0	0	1
39903	0	0	0	0	0	0	2
39904	1	1	1	1	1	0	0
39905	0	0	0	0	0	0	1
39906	0	0	0	0	0	0	1
39908	0	0	0	0	0	0	1
39909	0	0	0	0	0	0	1
39910	0	0	0	0	0	0	1
39911	0	0	0	0	0	0	1
39912	0	0	0	0	0	0	1
39913	0	0	0	0	0	0	1
39917	0	0	0	0	0	0	1
39918	0	0	0	0	0	0	1
39919	0	0	0	0	0	0	1
39921	0	0	0	0	0	0	1
39922	0	0	0	0	0	0	1
39924	0	0	0	0	0	0	2
39925	0	0	0	0	0	0	1
39928	0	0	0	0	0	0	1
39929	0	0	0	0	0	0	1
39932	0	0	0	0	0	0	1
39934	0	0	0	0	1	0	1
39936	0	0	0	0	0	0	1
39937	0	0	0	0	0	0	1
39944	0	0	0	0	0	0	1
39945	0	0	0	0	0	0	1
39946	0	0	0	0	0	0	1
39947	0	0	0	0	0	0	1
39948	0	0	0	0	0	0	1
39950	0	0	0	0	0	0	1
39951	0	0	0	0	0	0	1
39954	0	0	0	0	0	0	1
39955	0	0	0	0	0	0	1
39957	0	0	0	0	0	0	1
39960	0	0	0	0	0	0	1
39961	0	0	0	0	0	0	1
39963	1	1	1	1	1	1	0
39965	1	1	1	0	0	0	1
39967	0	0	0	0	0	0	1
39970	0	0	0	0	0	0	1
39971	0	0	0	0	0	0	1
39974	0	0	0	0	0	0	1
39976	0	0	0	0	0	0	1
39979	0	0	0	0	0	0	1
39983	0	0	0	0	0	0	1
39986	1	1	1	1	0	0	1
39989	0	0	0	0	0	0	1
39993	0	0	0	0	0	0	1
39994	0	0	0	0	0	0	1
39995	0	0	0	0	0	0	1
39999	0	0	0	0	0	0	1
40000	0	0	0	0	0	0	1
40001	0	0	0	0	0	0	1
40004	0	0	0	0	0	0	1
40008	0	0	0	0	0	0	1
40009	0	0	0	0	0	0	1
40010	0	0	0	0	0	0	1
40011	0	0	0	0	0	0	1
40013	0	0	0	0	0	0	1
40014	0	0	0	0	0	0	1
40015	0	0	0	0	0	0	1
40017	0	0	0	0	0	0	2
40018	0	0	0	0	0	0	1
40019	0	0	0	0	0	0	1
40020	0	0	0	0	0	0	1
40021	0	0	0	0	0	0	1
40022	0	0	0	0	0	0	1
40028	0	0	0	0	0	0	1
40032	0	0	0	0	0	0	1
40035	0	0	0	0	0	0	1
40038	0	0	0	0	0	0	1
40039	0	0	0	0	0	0	1
40042	0	0	0	0	0	0	1
40047	0	0	0	0	0	0	1
40048	0	0	0	0	0	0	1
40049	0	0	0	0	0	0	1
40053	0	0	0	0	0	0	1
40054	0	0	0	0	0	0	1
40056	0	0	0	0	0	0	1
40057	0	0	0	0	0	0	1
40058	0	0	0	0	0	0	1
40059	0	0	0	0	0	0	1
40060	0	0	0	0	0	0	1
40061	0	0	0	0	0	0	2
40063	0	0	0	0	0	0	1
40064	0	0	0	0	0	0	1
40067	0	0	0	0	0	0	1
40068	0	0	0	0	0	0	1
40070	0	0	0	0	0	0	1
40071	0	0	0	0	0	0	1
40073	0	0	0	0	0	0	1
40075	0	0	0	0	0	0	1
40076	0	0	0	0	0	0	1
40081	0	0	0	0	0	0	1
40083	0	0	0	0	0	0	1
40084	0	0	0	0	0	0	1
40088	0	0	0	0	0	0	1
40089	0	0	0	0	0	0	1
40090	0	0	0	0	0	0	1
40091	0	0	0	0	0	0	1
40094	0	0	0	0	0	0	1
40095	0	0	0	0	0	0	1
40097	0	0	0	0	0	0	1
40098	0	0	0	0	0	0	1
40099	0	0	0	0	0	0	1
40105	0	0	0	0	0	0	3
40106	0	0	0	0	0	0	1
40107	0	0	0	1	0	0	1
40108	0	0	0	0	0	0	1
40109	0	0	0	0	0	0	1
40110	0	0	0	0	0	0	1
40112	1	1	1	1	1	0	1
40113	0	0	0	0	0	0	1
40117	0	0	0	0	0	0	1
40118	0	0	0	0	0	0	1
40119	1	1	1	1	1	0	0
40120	0	0	0	0	0	0	1
40124	0	0	0	0	0	0	1
40125	0	0	0	0	0	0	1
40126	0	0	0	0	0	0	1
40129	0	0	0	0	0	0	1
40133	0	0	0	0	0	0	1
40135	0	0	0	0	0	0	1
40137	0	0	0	0	0	0	1
40138	0	0	0	0	0	0	1
40141	0	0	0	0	0	0	1
40148	0	0	0	0	0	0	1
40151	0	0	0	0	0	0	1
40156	0	0	0	0	0	0	1
40157	0	0	0	0	0	0	1
40158	0	0	0	0	0	0	1
40160	0	0	0	0	0	0	1
40164	0	0	0	0	0	0	1
40165	0	0	0	0	0	0	1
40168	0	0	0	0	0	0	1
40169	0	0	0	0	0	0	1
40170	0	0	0	0	0	0	1
40175	0	0	0	0	0	0	1
40176	0	0	0	0	0	0	1
40177	0	0	0	0	0	0	1
40178	0	0	0	0	0	0	1
40180	0	0	0	0	0	0	1
40182	0	0	0	0	0	0	1
40183	0	0	0	0	0	0	1
40185	0	0	0	0	0	0	1
40190	0	0	0	0	0	0	1
40192	0	0	0	0	0	0	1
40193	0	0	0	0	0	0	1
40196	0	0	0	0	0	0	1
40197	0	0	0	0	0	0	1
40201	0	0	0	0	0	0	1
40203	0	0	0	0	0	0	1
40205	1	1	1	1	0	0	0
40207	0	0	0	0	0	0	1
40208	0	0	0	0	0	0	1
40210	1	1	1	1	1	1	1
40212	0	0	0	0	0	0	1
40213	0	0	0	0	0	0	1
40215	0	0	0	0	0	0	1
40216	0	0	0	0	0	0	1
40218	0	0	0	0	0	0	1
40222	0	0	0	0	0	0	1
40224	0	0	0	0	0	0	1
40227	0	0	0	0	0	0	1
40232	0	0	0	0	0	0	1
40234	0	0	0	0	0	0	1
40237	0	0	0	0	0	0	1
40239	0	0	0	0	0	0	1
40240	0	0	0	0	0	0	1
40243	0	0	0	0	0	0	1
40245	0	0	0	0	0	0	1
40246	0	0	0	0	0	0	1
40247	0	0	0	0	0	0	1
40249	0	0	0	0	0	0	1
40250	0	0	0	0	0	0	1
40252	0	0	0	0	0	0	1
40255	0	0	0	0	0	0	1
40256	0	0	0	0	0	0	1
40257	0	0	0	0	0	0	1
40258	0	0	0	0	0	0	1
40259	0	0	0	0	0	0	1
40260	0	0	0	0	0	0	1
40261	0	0	0	0	0	0	2
40265	0	0	0	0	0	0	1
40267	0	0	0	0	0	0	1
40269	0	0	0	0	0	0	1
40271	0	0	0	0	0	0	1
40274	0	0	0	0	1	1	1
40276	0	0	0	0	0	0	1
40281	0	0	0	0	0	0	1
40282	0	0	0	0	0	0	1
40286	0	0	0	0	0	0	1
40289	0	0	0	0	0	0	1
40290	0	0	0	0	0	0	1
40292	0	0	0	0	0	0	1
40302	0	0	0	0	0	0	3
40306	0	0	0	0	0	0	1
40307	1	1	1	0	0	1	1
40308	0	0	0	0	0	0	1
40309	0	0	0	0	0	0	1
40310	0	0	0	0	0	0	1
40311	0	0	0	0	0	0	1
40312	0	0	0	0	0	0	1
40315	0	0	0	0	0	0	1
40316	0	0	0	0	0	0	1
40317	0	0	0	0	0	0	1
40320	0	0	0	0	0	0	1
40326	0	0	0	0	0	0	1
40328	0	0	0	0	0	0	1
40330	0	0	0	0	0	0	1
40332	0	0	0	0	0	0	1
40335	0	0	0	0	0	0	1
40336	0	0	0	0	0	0	1
40338	0	0	0	0	0	0	1
40340	0	0	0	0	0	0	1
40341	0	0	0	0	0	0	1
40343	0	0	0	0	0	0	1
40345	0	0	0	0	0	0	1
40346	1	1	1	0	1	0	0
40348	0	0	0	0	0	0	1
40351	0	0	0	0	0	0	1
40352	0	0	0	0	0	0	1
40353	0	0	0	0	0	0	1
40357	0	0	0	0	0	0	1
40358	0	0	0	0	0	0	1
40361	0	0	0	0	0	0	1
40362	0	0	0	0	0	0	1
40364	0	0	0	0	0	0	1
40365	0	0	0	0	0	0	1
40366	0	0	0	0	0	0	1
40369	0	0	0	0	0	0	1
40371	0	0	0	0	0	0	1
40372	0	0	0	0	0	0	1
40373	0	0	0	0	0	0	1
40374	0	0	0	0	0	0	1
40375	0	0	0	0	0	0	1
40376	0	0	0	0	0	0	1
40377	0	0	0	0	0	0	1
40378	0	0	0	0	0	0	1
40380	0	0	0	0	0	0	2
40384	0	0	0	0	0	0	2
40387	0	0	0	0	0	0	1
40390	0	0	0	0	0	0	3
40391	0	0	0	0	0	0	1
40392	0	0	0	0	0	0	1
40393	0	0	0	0	0	0	1
40396	0	0	0	0	0	0	1
40399	0	0	0	0	0	0	1
40402	0	0	0	0	0	0	1
40403	0	0	0	0	0	0	1
40404	0	0	0	0	0	0	1
40406	0	0	0	0	0	0	1
40407	0	0	0	0	0	0	1
40409	0	0	0	0	0	0	1
40410	0	0	0	0	0	0	1
40411	0	0	0	0	0	0	1
40413	0	0	0	0	0	0	1
40417	0	0	0	0	0	0	1
40422	0	0	0	0	0	0	1
40425	0	0	0	0	0	0	1
40426	0	0	0	0	0	0	1
40427	0	0	0	0	0	0	1
40430	0	0	0	0	0	0	1
40431	0	0	0	0	0	0	1
40436	0	0	0	0	0	0	1
40439	0	0	0	0	0	0	1
40441	0	0	0	0	0	0	1
40443	0	0	0	0	0	0	1
40444	0	0	0	0	0	0	1
40445	0	0	0	0	0	0	1
40446	0	0	0	0	0	0	1
40447	0	0	0	0	0	0	1
40448	0	0	0	0	0	0	1
40451	0	0	0	0	0	0	1
40453	0	0	0	0	0	0	1
40455	0	0	0	0	0	0	1
40459	0	0	0	0	0	0	1
40463	0	0	0	0	0	0	1
40465	0	0	0	0	0	0	1
40466	0	0	0	0	0	0	1
40467	0	0	0	0	0	0	1
40475	0	0	0	0	0	0	1
40477	1	1	1	1	0	1	0
40479	0	0	0	0	0	0	1
40481	0	0	0	0	0	0	1
40485	0	0	0	0	0	0	1
40486	0	0	0	0	0	0	1
40488	0	0	0	0	0	0	1
40489	0	0	0	0	0	0	1
40490	0	0	0	0	0	0	1
40492	0	0	0	0	0	0	1
40495	0	0	0	0	0	0	1
40496	1	1	1	1	1	1	1
40497	0	0	0	0	0	0	1
40499	0	1	0	1	1	0	1
40504	0	0	0	0	0	0	1
40507	0	0	0	0	0	0	1
