OG	Human	Species	Human_gene	Gene
270	H. sapiens	X. laevis	PEX5	pex5
271	H. sapiens	C. elegans	QDPR	qdpr-1
271	H. sapiens	M. musculus	QDPR	Qdpr
271	H. sapiens	X. laevis	QDPR	qdpr
271	H. sapiens	D. melanogaster	QDPR	Dhpr
271	H. sapiens	R. norvegicus	QDPR	Qdpr
272	H. sapiens	R. norvegicus	RB1	Rb1
272	H. sapiens	M. musculus	RB1	Rb1
272	H. sapiens	X. laevis	RB1	rb1
273	H. sapiens	X. laevis	PRPH2	prph2
273	H. sapiens	R. norvegicus	PRPH2	Prph2
273	H. sapiens	M. musculus	PRPH2	Prph2
276	H. sapiens	R. norvegicus	ROM1	Rom1
276	H. sapiens	M. musculus	ROM1	Rom1
279	H. sapiens	X. laevis	RS1	rs1
279	H. sapiens	M. musculus	RS1	Rs1
279	H. sapiens	R. norvegicus	RS1	Rs1
281	H. sapiens	M. musculus	ATXN1	Atxn1
281	H. sapiens	R. norvegicus	ATXN1	Atxn1
281	H. sapiens	X. laevis	ATXN1	atxn1
283	H. sapiens	X. laevis	SCN4A	LOC100492371
283	H. sapiens	M. musculus	SCN4A	Scn4a
283	H. sapiens	R. norvegicus	SCN4A	Scn4a
285	H. sapiens	R. norvegicus	SGCD	Sgcd
285	H. sapiens	X. laevis	SGCD	sgcd
285	H. sapiens	M. musculus	SGCD	Sgcd
285	H. sapiens	C. elegans	SGCD	sgn-1
285	H. sapiens	D. melanogaster	SGCD	Scgdelta
287	H. sapiens	R. norvegicus	SLC12A3	Slc12a3
287	H. sapiens	X. laevis	SLC12A3	slc12a3
287	H. sapiens	M. musculus	SLC12A3	Slc12a3
293	H. sapiens	R. norvegicus	SNCA	Snca
293	H. sapiens	X. laevis	SNCA	snca
293	H. sapiens	M. musculus	SNCA	Snca
294	H. sapiens	X. laevis	SOX9	sox9
294	H. sapiens	M. musculus	SOX9	Sox9
294	H. sapiens	R. norvegicus	SOX9	Sox9
295	H. sapiens	M. musculus	SPTB	Sptb
295	H. sapiens	R. norvegicus	SPTB	Sptb
295	H. sapiens	X. laevis	SPTB	LOC100489265
297	H. sapiens	M. musculus	STAR	Star
297	H. sapiens	R. norvegicus	STAR	Star
297	H. sapiens	X. laevis	STAR	LOC100492318
298	H. sapiens	R. norvegicus	ABCA4	Abca4
298	H. sapiens	M. musculus	ABCA4	Abca4
298	H. sapiens	X. laevis	ABCA4	abca4
303	H. sapiens	M. musculus	TCN2	Tcn2
303	H. sapiens	R. norvegicus	TCN2	Tcn2
303	H. sapiens	X. laevis	TCN2	tcn2
306	H. sapiens	R. norvegicus	TGM1	Tgm1
306	H. sapiens	D. melanogaster	TGM1	Tg
306	H. sapiens	M. musculus	TGM1	Tgm1
306	H. sapiens	X. laevis	TGM1	tgm1
307	H. sapiens	R. norvegicus	TH	Th
307	H. sapiens	X. laevis	TH	LOC100488900
307	H. sapiens	D. melanogaster	TH	ple
307	H. sapiens	C. elegans	TH	cat-2
307	H. sapiens	M. musculus	TH	Th
309	H. sapiens	X. laevis	TNNI3	tnni3
309	H. sapiens	R. norvegicus	TNNI3	Tnni3
309	H. sapiens	M. musculus	TNNI3	Tnni3
313	H. sapiens	X. laevis	TPMT	tpmt
313	H. sapiens	R. norvegicus	TPMT	Tpmt
313	H. sapiens	M. musculus	TPMT	Tpmt
314	H. sapiens	X. laevis	TSC1	tsc1
314	H. sapiens	R. norvegicus	TSC1	Tsc1
314	H. sapiens	M. musculus	TSC1	Tsc1
315	H. sapiens	R. norvegicus	TSHR	Tshr
315	H. sapiens	M. musculus	TSHR	Tshr
315	H. sapiens	X. laevis	TSHR	tshr
317	H. sapiens	M. musculus	TTR	Ttr
317	H. sapiens	R. norvegicus	TTR	Ttr
317	H. sapiens	X. laevis	TTR	ttr
319	H. sapiens	R. norvegicus	UMPS	Umps
319	H. sapiens	X. laevis	UMPS	umps
319	H. sapiens	D. melanogaster	UMPS	r-l
319	H. sapiens	M. musculus	UMPS	Umps
320	H. sapiens	X. laevis	UROD	urod
320	H. sapiens	D. melanogaster	UROD	Updo
320	H. sapiens	S. cerevisiae	UROD	HEM12
320	H. sapiens	M. musculus	UROD	Urod
320	H. sapiens	R. norvegicus	UROD	Urod
324	H. sapiens	C. elegans	XDH	F55B11.1
324	H. sapiens	M. musculus	XDH	Xdh
324	H. sapiens	X. laevis	XDH	LOC100497499
324	H. sapiens	R. norvegicus	XDH	Xdh
324	H. sapiens	D. melanogaster	XDH	ry
327	H. sapiens	R. norvegicus	AIRE	Aire
327	H. sapiens	M. musculus	AIRE	Aire
328	H. sapiens	R. norvegicus	APOB	Apob
328	H. sapiens	M. musculus	APOB	Apob
328	H. sapiens	X. laevis	APOB	apob
330	H. sapiens	M. musculus	BLMH	Blmh
330	H. sapiens	X. laevis	BLMH	blmh
330	H. sapiens	D. melanogaster	BLMH	CG1440
330	H. sapiens	R. norvegicus	BLMH	Blmh
330	H. sapiens	S. cerevisiae	BLMH	LAP3
331	H. sapiens	D. melanogaster	SLC25A20	colt
331	H. sapiens	X. laevis	SLC25A20	slc25a20.2
331	H. sapiens	R. norvegicus	SLC25A20	Slc25a20
331	H. sapiens	M. musculus	SLC25A20	Slc25a20
331	H. sapiens	S. cerevisiae	SLC25A20	CRC1
331	H. sapiens	C. elegans	SLC25A20	dif-1
332	H. sapiens	X. laevis	CASR	LOC100496505
332	H. sapiens	M. musculus	CASR	Casr
332	H. sapiens	R. norvegicus	CASR	Casr
333	H. sapiens	M. musculus	CDKN1A	Cdkn1a
333	H. sapiens	R. norvegicus	CDKN1A	Cdkn1a
334	H. sapiens	D. melanogaster	CHM	Rep
334	H. sapiens	M. musculus	CHM	Chm
334	H. sapiens	X. laevis	CHM	chml
334	H. sapiens	R. norvegicus	CHM	Chm
335	H. sapiens	R. norvegicus	TPP1	Tpp1
335	H. sapiens	M. musculus	TPP1	Tpp1
335	H. sapiens	X. laevis	TPP1	tpp1
344	H. sapiens	D. melanogaster	ERCC2	Xpd
344	H. sapiens	M. musculus	ERCC2	Ercc2
344	H. sapiens	C. elegans	ERCC2	Y50D7A.2
344	H. sapiens	R. norvegicus	ERCC2	Ercc2
344	H. sapiens	S. cerevisiae	ERCC2	RAD3
344	H. sapiens	X. laevis	ERCC2	ercc2
345	H. sapiens	D. melanogaster	EXT2	Ext2
345	H. sapiens	M. musculus	EXT2	Ext2
345	H. sapiens	R. norvegicus	EXT2	Ext2
345	H. sapiens	X. laevis	EXT2	ext2
347	H. sapiens	R. norvegicus	GALE	Gale
347	H. sapiens	M. musculus	GALE	Gale
347	H. sapiens	C. elegans	GALE	gale-1
347	H. sapiens	X. laevis	GALE	gale
347	H. sapiens	D. melanogaster	GALE	Gale
350	H. sapiens	M. musculus	GNRHR	Gnrhr
350	H. sapiens	R. norvegicus	GNRHR	Gnrhr
352	H. sapiens	X. laevis	GPD2	gpd2
352	H. sapiens	C. elegans	GPD2	T25G3.4
352	H. sapiens	M. musculus	GPD2	Gpd2
352	H. sapiens	D. melanogaster	GPD2	Gpo-1
352	H. sapiens	R. norvegicus	GPD2	Gpd2
353	H. sapiens	M. musculus	GUCA1A	Guca1a
353	H. sapiens	R. norvegicus	GUCA1A	Guca1a
353	H. sapiens	X. laevis	GUCA1A	LOC100124863
358	H. sapiens	X. laevis	HSD17B4	hsd17b4
358	H. sapiens	D. melanogaster	HSD17B4	Mfe2
358	H. sapiens	C. elegans	HSD17B4	dhs-28
358	H. sapiens	S. cerevisiae	HSD17B4	FOX2
358	H. sapiens	M. musculus	HSD17B4	Hsd17b4
358	H. sapiens	R. norvegicus	HSD17B4	Hsd17b4
359	H. sapiens	M. musculus	IFNGR1	Ifngr1
359	H. sapiens	R. norvegicus	IFNGR1	Ifngr1
359	H. sapiens	X. laevis	IFNGR1	ifngr1
360	H. sapiens	R. norvegicus	IL2RA	Il2ra
360	H. sapiens	M. musculus	IL2RA	Il2ra
362	H. sapiens	M. musculus	KEL	Kel
362	H. sapiens	R. norvegicus	KEL	Kel
363	H. sapiens	X. laevis	KRT17	LOC100490897
363	H. sapiens	R. norvegicus	KRT17	Krt17
363	H. sapiens	M. musculus	KRT17	Krt17
369	H. sapiens	M. musculus	LTBP2	Ltbp2
369	H. sapiens	R. norvegicus	LTBP2	Ltbp2
371	H. sapiens	R. norvegicus	PAFAH1B1	Pafah1b1
371	H. sapiens	X. laevis	PAFAH1B1	pafah1b1
371	H. sapiens	C. elegans	PAFAH1B1	lis-1
371	H. sapiens	M. musculus	PAFAH1B1	Pafah1b1
372	H. sapiens	C. elegans	MVK	mvk-1
372	H. sapiens	M. musculus	MVK	Mvk
372	H. sapiens	S. cerevisiae	MVK	ERG12
372	H. sapiens	R. norvegicus	MVK	Mvk
372	H. sapiens	X. laevis	MVK	mvk
374	H. sapiens	M. musculus	NCF2	Ncf2
374	H. sapiens	X. laevis	NCF2	ncf2
374	H. sapiens	R. norvegicus	NCF2	Ncf2
375	H. sapiens	R. norvegicus	NEU1	Neu1
375	H. sapiens	M. musculus	NEU1	Neu1
375	H. sapiens	X. laevis	NEU1	LOC100485853
376	H. sapiens	M. musculus	NOTCH3	Notch3
376	H. sapiens	X. laevis	NOTCH3	notch2
376	H. sapiens	R. norvegicus	NOTCH3	Notch3
377	H. sapiens	C. elegans	OXCT1	C05C10.3
377	H. sapiens	D. melanogaster	OXCT1	CG1140
377	H. sapiens	M. musculus	OXCT1	Oxct1
377	H. sapiens	R. norvegicus	OXCT1	Oxct1
377	H. sapiens	X. laevis	OXCT1	oxct1
379	H. sapiens	M. musculus	PCSK1	Pcsk1
379	H. sapiens	C. elegans	PCSK1	bli-4
379	H. sapiens	X. laevis	PCSK1	pcsk1
380	H. sapiens	M. musculus	PDE6A	Pde6a
380	H. sapiens	X. laevis	PDE6A	pde6a
380	H. sapiens	R. norvegicus	PDE6A	Pde6a
384	H. sapiens	R. norvegicus	PLEC	Plec
384	H. sapiens	M. musculus	PLEC	Plec
384	H. sapiens	X. laevis	PLEC	plec
385	H. sapiens	R. norvegicus	PON2	Pon2
385	H. sapiens	M. musculus	PON2	Pon2
385	H. sapiens	X. laevis	PON2	pon2
386	H. sapiens	D. melanogaster	PSEN2	Psn
386	H. sapiens	M. musculus	PSEN2	Psen2
386	H. sapiens	X. laevis	PSEN2	psen2
386	H. sapiens	R. norvegicus	PSEN2	Psen2
387	H. sapiens	R. norvegicus	RAG1	Rag1
387	H. sapiens	M. musculus	RAG1	Rag1
387	H. sapiens	X. laevis	RAG1	rag1
388	H. sapiens	R. norvegicus	RFX5	Rfx5
389	H. sapiens	M. musculus	SELE	Sele
389	H. sapiens	R. norvegicus	SELE	Sele
390	H. sapiens	X. laevis	SLC10A2	LOC100487141
390	H. sapiens	R. norvegicus	SLC10A2	Slc10a2
390	H. sapiens	M. musculus	SLC10A2	Slc10a2
390	H. sapiens	D. melanogaster	SLC10A2	CG9903
393	H. sapiens	C. elegans	STK11	par-4
393	H. sapiens	X. laevis	STK11	stk11
393	H. sapiens	M. musculus	STK11	Stk11
393	H. sapiens	R. norvegicus	STK11	Stk11
394	H. sapiens	M. musculus	SUOX	Suox
394	H. sapiens	C. elegans	SUOX	suox-1
394	H. sapiens	D. melanogaster	SUOX	CG7280
394	H. sapiens	X. laevis	SUOX	suox
394	H. sapiens	R. norvegicus	SUOX	Suox
395	H. sapiens	R. norvegicus	HNF4A	Hnf4a
395	H. sapiens	M. musculus	HNF4A	Hnf4a
395	H. sapiens	X. laevis	HNF4A	hnf4a
396	H. sapiens	X. laevis	HNF1B	hnf1b
396	H. sapiens	M. musculus	HNF1B	Hnf1b
396	H. sapiens	R. norvegicus	HNF1B	Hnf1b
397	H. sapiens	R. norvegicus	TEK	Tek
397	H. sapiens	M. musculus	TEK	Tek
397	H. sapiens	X. laevis	TEK	tek
400	H. sapiens	M. musculus	BARD1	Bard1
400	H. sapiens	R. norvegicus	BARD1	Bard1
400	H. sapiens	X. laevis	BARD1	bard1
402	H. sapiens	M. musculus	TWIST1	Twist1
402	H. sapiens	R. norvegicus	TWIST1	Twist1
402	H. sapiens	X. laevis	TWIST1	twist1
403	H. sapiens	M. musculus	NR0B1	Nr0b1
403	H. sapiens	R. norvegicus	NR0B1	Nr0b1
403	H. sapiens	X. laevis	NR0B1	LOC100487043
405	H. sapiens	R. norvegicus	ALB	Alb
405	H. sapiens	X. laevis	ALB	cars2
405	H. sapiens	M. musculus	ALB	Alb
408	H. sapiens	X. laevis	AMPD3	ampd3
408	H. sapiens	M. musculus	AMPD3	Ampd3
408	H. sapiens	R. norvegicus	AMPD3	Ampd3
409	H. sapiens	C. elegans	AMT	CELE_F25B4.1
409	H. sapiens	X. laevis	AMT	amt
409	H. sapiens	M. musculus	AMT	Amt
409	H. sapiens	S. cerevisiae	AMT	GCV1
409	H. sapiens	D. melanogaster	AMT	CG6415
409	H. sapiens	R. norvegicus	AMT	Amt
413	H. sapiens	S. cerevisiae	APRT	APT1
413	H. sapiens	R. norvegicus	APRT	Aprt
413	H. sapiens	X. laevis	APRT	aprt
413	H. sapiens	C. elegans	APRT	T19B4.3
413	H. sapiens	D. melanogaster	APRT	Aprt
413	H. sapiens	M. musculus	APRT	Aprt
416	H. sapiens	M. musculus	ATRX	Atrx
416	H. sapiens	X. laevis	ATRX	atrx
416	H. sapiens	R. norvegicus	ATRX	Atrx
417	H. sapiens	M. musculus	AVP	Avp
417	H. sapiens	X. laevis	AVP	avp
417	H. sapiens	R. norvegicus	AVP	Avp
418	H. sapiens	R. norvegicus	C1QB	C1qb
418	H. sapiens	M. musculus	C1QB	C1qb
420	H. sapiens	R. norvegicus	CRYBB2	Crybb2
420	H. sapiens	X. laevis	CRYBB2	crybb2
420	H. sapiens	M. musculus	CRYBB2	Crybb2
425	H. sapiens	R. norvegicus	F12	F12
425	H. sapiens	X. laevis	F12	f12
425	H. sapiens	M. musculus	F12	F12
426	H. sapiens	M. musculus	F2	F2
426	H. sapiens	R. norvegicus	F2	F2
426	H. sapiens	X. laevis	F2	f2
428	H. sapiens	R. norvegicus	FGA	Fga
428	H. sapiens	X. laevis	FGA	fga
428	H. sapiens	M. musculus	FGA	Fga
429	H. sapiens	X. laevis	FGG	fgg
429	H. sapiens	R. norvegicus	FGG	Fgg
429	H. sapiens	M. musculus	FGG	Fgg
430	H. sapiens	M. musculus	FSHB	Fshb
430	H. sapiens	X. laevis	FSHB	fshb
430	H. sapiens	R. norvegicus	FSHB	Fshb
433	H. sapiens	M. musculus	GDNF	Gdnf
433	H. sapiens	R. norvegicus	GDNF	Gdnf
433	H. sapiens	X. laevis	GDNF	gdnf
437	H. sapiens	X. laevis	HEXB	hexb
437	H. sapiens	R. norvegicus	HEXB	Hexb
437	H. sapiens	C. elegans	HEXB	hex-1
437	H. sapiens	M. musculus	HEXB	Hexb
441	H. sapiens	X. laevis	KCNJ11	LOC100492679
441	H. sapiens	R. norvegicus	KCNJ11	Kcnj11
441	H. sapiens	M. musculus	KCNJ11	Kcnj11
444	H. sapiens	R. norvegicus	MC2R	Mc2r
444	H. sapiens	M. musculus	MC2R	Mc2r
444	H. sapiens	X. laevis	MC2R	LOC100491330
445	H. sapiens	X. laevis	MPZ	mpz
445	H. sapiens	R. norvegicus	MPZ	Mpz
445	H. sapiens	M. musculus	MPZ	Mpz
446	H. sapiens	S. cerevisiae	OTC	ARG3
446	H. sapiens	R. norvegicus	OTC	Otc
446	H. sapiens	M. musculus	OTC	Otc
446	H. sapiens	X. laevis	OTC	otc
447	H. sapiens	R. norvegicus	PCCB	Pccb
447	H. sapiens	M. musculus	PCCB	Pccb
447	H. sapiens	C. elegans	PCCB	pccb-1
447	H. sapiens	X. laevis	PCCB	pccb
448	H. sapiens	R. norvegicus	PLP1	Plp1
448	H. sapiens	M. musculus	PLP1	Plp1
448	H. sapiens	X. laevis	PLP1	plp1
449	H. sapiens	M. musculus	PMS1	Pms1
449	H. sapiens	X. laevis	PMS1	pms1
449	H. sapiens	R. norvegicus	PMS1	Pms1
452	H. sapiens	M. musculus	RFXAP	Rfxap
452	H. sapiens	R. norvegicus	RFXAP	Rfxap
455	H. sapiens	X. laevis	SAG	sag
455	H. sapiens	M. musculus	SAG	Sag
455	H. sapiens	R. norvegicus	SAG	Sag
456	H. sapiens	R. norvegicus	SFTPB	Sftpb
456	H. sapiens	M. musculus	SFTPB	Sftpb
456	H. sapiens	X. laevis	SFTPB	sftpb
457	H. sapiens	X. laevis	SMPD1	LOC100487433
457	H. sapiens	R. norvegicus	SMPD1	Smpd1
457	H. sapiens	M. musculus	SMPD1	Smpd1
457	H. sapiens	D. melanogaster	SMPD1	CG3376
457	H. sapiens	C. elegans	SMPD1	asm-2
459	H. sapiens	R. norvegicus	HNF1A	Hnf1a
459	H. sapiens	X. laevis	HNF1A	hnf1a
459	H. sapiens	M. musculus	HNF1A	Hnf1a
460	H. sapiens	R. norvegicus	TP53	Tp53
460	H. sapiens	M. musculus	TP53	Trp53
460	H. sapiens	X. laevis	TP53	tp53
461	H. sapiens	X. laevis	TPO	tpo
461	H. sapiens	R. norvegicus	TPO	Tpo
461	H. sapiens	M. musculus	TPO	Tpo
462	H. sapiens	X. laevis	TSC2	tsc2
462	H. sapiens	M. musculus	TSC2	Tsc2
462	H. sapiens	D. melanogaster	TSC2	gig
462	H. sapiens	R. norvegicus	TSC2	Tsc2
463	H. sapiens	R. norvegicus	TSHB	Tshb
463	H. sapiens	M. musculus	TSHB	Tshb
463	H. sapiens	X. laevis	TSHB	LOC100496349
464	H. sapiens	M. musculus	TYRP1	Tyrp1
464	H. sapiens	R. norvegicus	TYRP1	Tyrp1
464	H. sapiens	X. laevis	TYRP1	tyrp1
465	H. sapiens	X. laevis	VHL	vhl
465	H. sapiens	R. norvegicus	VHL	Vhl
465	H. sapiens	M. musculus	VHL	Vhl
466	H. sapiens	M. musculus	VWF	Vwf
466	H. sapiens	R. norvegicus	VWF	Vwf
466	H. sapiens	X. laevis	VWF	vwf
467	H. sapiens	M. musculus	CRX	Crx
467	H. sapiens	R. norvegicus	CRX	Crx
468	H. sapiens	X. laevis	GDF5	gdf5
468	H. sapiens	M. musculus	GDF5	Gdf5
468	H. sapiens	R. norvegicus	GDF5	Gdf5
472	H. sapiens	X. laevis	C8A	c8a
472	H. sapiens	R. norvegicus	C8A	C8a
472	H. sapiens	M. musculus	C8A	C8a
473	H. sapiens	M. musculus	IL5RA	Il5ra
473	H. sapiens	X. laevis	IL5RA	il5ra
473	H. sapiens	R. norvegicus	IL5RA	Il5ra
474	H. sapiens	R. norvegicus	IL6R	Il6r
474	H. sapiens	X. laevis	IL6R	il6r
474	H. sapiens	M. musculus	IL6R	Il6ra
475	H. sapiens	R. norvegicus	FCGR1A	Fcgr1a
475	H. sapiens	M. musculus	FCGR1A	Fcgr1
478	H. sapiens	R. norvegicus	IL10	Il10
478	H. sapiens	X. laevis	IL10	il10
478	H. sapiens	M. musculus	IL10	Il10
480	H. sapiens	R. norvegicus	IL1A	Il1a
480	H. sapiens	M. musculus	IL1A	Il1a
481	H. sapiens	M. musculus	IL1B	Il1b
481	H. sapiens	X. laevis	IL1B	il1b
481	H. sapiens	R. norvegicus	IL1B	Il1b
486	H. sapiens	M. musculus	GC	Gc
486	H. sapiens	R. norvegicus	GC	Gc
486	H. sapiens	X. laevis	GC	gc
487	H. sapiens	R. norvegicus	IL15	Il15
487	H. sapiens	M. musculus	IL15	Il15
488	H. sapiens	R. norvegicus	IL2	Il2
488	H. sapiens	M. musculus	IL2	Il2
489	H. sapiens	R. norvegicus	C7	C7
489	H. sapiens	M. musculus	C7	C7
489	H. sapiens	X. laevis	C7	c7
491	H. sapiens	M. musculus	IL4	Il4
491	H. sapiens	R. norvegicus	IL4	Il4
492	H. sapiens	M. musculus	IL9	Il9
492	H. sapiens	R. norvegicus	IL9	Il9
493	H. sapiens	M. musculus	CD14	Cd14
493	H. sapiens	R. norvegicus	CD14	Cd14
495	H. sapiens	M. musculus	TAP1	Tap1
495	H. sapiens	X. laevis	TAP1	LOC100488534
495	H. sapiens	R. norvegicus	TAP1	Tap1
496	H. sapiens	X. laevis	TNF	tnf
496	H. sapiens	M. musculus	TNF	Tnf
496	H. sapiens	R. norvegicus	TNF	Tnf
497	H. sapiens	R. norvegicus	LTA	Lta
497	H. sapiens	X. laevis	LTA	lta
497	H. sapiens	M. musculus	LTA	Lta
498	H. sapiens	M. musculus	IGFBP1	Igfbp1
498	H. sapiens	R. norvegicus	IGFBP1	Igfbp1
498	H. sapiens	X. laevis	IGFBP1	igfbp1
499	H. sapiens	M. musculus	IGFBP2	Igfbp2
499	H. sapiens	R. norvegicus	IGFBP2	Igfbp2
499	H. sapiens	X. laevis	IGFBP2	igfbp2
500	H. sapiens	R. norvegicus	IGFBP3	Igfbp3
500	H. sapiens	M. musculus	IGFBP3	Igfbp3
502	H. sapiens	M. musculus	IL6	Il6
502	H. sapiens	R. norvegicus	IL6	Il6
503	H. sapiens	R. norvegicus	HGF	Hgf
503	H. sapiens	M. musculus	HGF	Hgf
503	H. sapiens	X. laevis	HGF	hgf
504	H. sapiens	R. norvegicus	NOS3	Nos3
504	H. sapiens	M. musculus	NOS3	Nos3
504	H. sapiens	X. laevis	NOS3	nos3
505	H. sapiens	M. musculus	C8G	C8g
505	H. sapiens	R. norvegicus	C8G	C8g
505	H. sapiens	X. laevis	C8G	c8g
508	H. sapiens	R. norvegicus	CD44	Cd44
508	H. sapiens	X. laevis	CD44	cd44
508	H. sapiens	M. musculus	CD44	Cd44
510	H. sapiens	X. laevis	IGF2	igf2
510	H. sapiens	M. musculus	IGF2	Igf2
510	H. sapiens	R. norvegicus	IGF2	Igf2
511	H. sapiens	X. laevis	HPX	LOC100495728
511	H. sapiens	M. musculus	HPX	Hpx
511	H. sapiens	R. norvegicus	HPX	Hpx
513	H. sapiens	M. musculus	CD4	Cd4
513	H. sapiens	R. norvegicus	CD4	Cd4
515	H. sapiens	X. laevis	IGF1	LOC100486334
515	H. sapiens	M. musculus	IGF1	Igf1
515	H. sapiens	R. norvegicus	IGF1	Igf1
519	H. sapiens	R. norvegicus	BDKRB2	Bdkrb2
519	H. sapiens	X. laevis	BDKRB2	bdkrb2
519	H. sapiens	M. musculus	BDKRB2	Bdkrb2
521	H. sapiens	M. musculus	CD79B	Cd79b
521	H. sapiens	R. norvegicus	CD79B	Cd79b
522	H. sapiens	M. musculus	LTBP1	Ltbp1
522	H. sapiens	X. laevis	LTBP1	ltbp1
522	H. sapiens	R. norvegicus	LTBP1	Ltbp1
523	H. sapiens	M. musculus	IL10RB	Il10rb
523	H. sapiens	X. laevis	IL10RB	il10rb
523	H. sapiens	R. norvegicus	IL10RB	Il10rb
524	H. sapiens	M. musculus	IFNAR1	Ifnar1
524	H. sapiens	X. laevis	IFNAR1	LOC100498552
524	H. sapiens	R. norvegicus	IFNAR1	Ifnar1
525	H. sapiens	R. norvegicus	NCF4	Ncf4
525	H. sapiens	X. laevis	NCF4	ncf4
525	H. sapiens	M. musculus	NCF4	Ncf4
527	H. sapiens	M. musculus	BCL2	Bcl2
527	H. sapiens	R. norvegicus	BCL2	Bcl2
527	H. sapiens	X. laevis	BCL2	bcl2
531	H. sapiens	R. norvegicus	GSR	Gsr
531	H. sapiens	C. elegans	GSR	gsr-1
531	H. sapiens	M. musculus	GSR	Gsr
531	H. sapiens	S. cerevisiae	GSR	GLR1
531	H. sapiens	X. laevis	GSR	gsr
532	H. sapiens	R. norvegicus	VTN	Vtn
532	H. sapiens	X. laevis	VTN	vtn
532	H. sapiens	M. musculus	VTN	Vtn
533	H. sapiens	X. laevis	FASLG	faslg
533	H. sapiens	R. norvegicus	FASLG	Faslg
533	H. sapiens	M. musculus	FASLG	Fasl
534	H. sapiens	R. norvegicus	IL13RA2	Il13ra2
534	H. sapiens	X. laevis	IL13RA2	il13ra2
534	H. sapiens	M. musculus	IL13RA2	Il13ra2
535	H. sapiens	R. norvegicus	IL11	Il11
535	H. sapiens	M. musculus	IL11	Il11
536	H. sapiens	S. cerevisiae	AGL	GDB1
536	H. sapiens	X. laevis	AGL	agl
536	H. sapiens	D. melanogaster	AGL	CG9485
536	H. sapiens	C. elegans	AGL	agl-1
536	H. sapiens	M. musculus	AGL	Agl
536	H. sapiens	R. norvegicus	AGL	Agl
537	H. sapiens	M. musculus	CCR2	Ccr2
539	H. sapiens	R. norvegicus	SELL	Sell
539	H. sapiens	M. musculus	SELL	Sell
539	H. sapiens	X. laevis	SELL	sele
540	H. sapiens	R. norvegicus	TGFB1	Tgfb1
540	H. sapiens	X. laevis	TGFB1	tgfb1
540	H. sapiens	M. musculus	TGFB1	Tgfb1
542	H. sapiens	R. norvegicus	ABAT	Abat
542	H. sapiens	X. laevis	ABAT	abat
542	H. sapiens	C. elegans	ABAT	gta-1
542	H. sapiens	M. musculus	ABAT	Abat
542	H. sapiens	D. melanogaster	ABAT	CG7433
542	H. sapiens	S. cerevisiae	ABAT	UGA1
543	H. sapiens	X. laevis	ACHE	LOC100490673
543	H. sapiens	R. norvegicus	ACHE	Ache
543	H. sapiens	C. elegans	ACHE	ace-1
543	H. sapiens	M. musculus	ACHE	Ache
551	H. sapiens	M. musculus	ADRA1D	Adra1d
551	H. sapiens	X. laevis	ADRA1D	LOC100495969
551	H. sapiens	R. norvegicus	ADRA1D	Adra1d
553	H. sapiens	X. laevis	ADRA2B	adra2b
553	H. sapiens	C. elegans	ADRA2B	dop-1
553	H. sapiens	R. norvegicus	ADRA2B	Adra2b
553	H. sapiens	M. musculus	ADRA2B	Adra2b
554	H. sapiens	D. melanogaster	AHCY	Ahcy13
554	H. sapiens	C. elegans	AHCY	ahcy-1
554	H. sapiens	S. cerevisiae	AHCY	SAH1
554	H. sapiens	M. musculus	AHCY	Ahcy
554	H. sapiens	R. norvegicus	AHCY	Ahcy
554	H. sapiens	X. laevis	AHCY	ahcy
560	H. sapiens	M. musculus	ALOX12	Alox12
560	H. sapiens	R. norvegicus	ALOX12	Alox12
561	H. sapiens	X. laevis	ALOX5	alox5
561	H. sapiens	R. norvegicus	ALOX5	Alox5
561	H. sapiens	M. musculus	ALOX5	Alox5
563	H. sapiens	R. norvegicus	ANXA1	Anxa1
563	H. sapiens	X. laevis	ANXA1	anxa1
563	H. sapiens	M. musculus	ANXA1	Anxa1
564	H. sapiens	R. norvegicus	ATP1A1	Atp1a1
564	H. sapiens	X. laevis	ATP1A1	atp1a1
564	H. sapiens	M. musculus	ATP1A1	Atp1a1
569	H. sapiens	M. musculus	BCKDHA	Bckdha
569	H. sapiens	C. elegans	BCKDHA	Y39E4A.3
569	H. sapiens	D. melanogaster	BCKDHA	CG8199
569	H. sapiens	R. norvegicus	BCKDHA	Bckdha
570	H. sapiens	M. musculus	BDKRB1	Bdkrb1
570	H. sapiens	R. norvegicus	BDKRB1	Bdkrb1
572	H. sapiens	X. laevis	BLVRA	blvra
572	H. sapiens	M. musculus	BLVRA	Blvra
572	H. sapiens	R. norvegicus	BLVRA	Blvra
573	H. sapiens	X. laevis	BLVRB	blvrb
573	H. sapiens	M. musculus	BLVRB	Blvrb
573	H. sapiens	D. melanogaster	BLVRB	CG9471
573	H. sapiens	R. norvegicus	BLVRB	Blvrb
574	H. sapiens	X. laevis	TSPO	tspo
574	H. sapiens	D. melanogaster	TSPO	CG2789
574	H. sapiens	R. norvegicus	TSPO	Tspo
574	H. sapiens	M. musculus	TSPO	Tspo
578	H. sapiens	D. melanogaster	CACNA1D	Ca-alpha1D
578	H. sapiens	R. norvegicus	CACNA1D	Cacna1d
578	H. sapiens	C. elegans	CACNA1D	egl-19
578	H. sapiens	M. musculus	CACNA1D	Cacna1d
579	H. sapiens	X. laevis	CACNA2D1	cacna2d1
579	H. sapiens	M. musculus	CACNA2D1	Cacna2d1
